id;categoria;tema;dificuldade;cenario;pergunta;alternativa_a;alternativa_b;alternativa_c;alternativa_d;resposta_correta;explicacao;sinal_de_risco;nivel_alerta;pontos;tempo_segundos;ativo
66;Phishing por e-mail;Erro de entrega;Fácil;Mensagem de falha de entrega pede login para liberar e-mails retidos.;Qual é a atitude mais segura nessa situação?;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Acessar o webmail apenas pelo endereço oficial e reportar o e-mail.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de login em página externa.;pedido de login em página externa;Alerta Amarelo;10;35;sim
67;Phishing por e-mail;Erro de entrega;Médio;No ambiente corporativo, mensagem de falha de entrega pede login para liberar e-mails retidos.;Antes de seguir, qual ação reduz melhor o risco?;Compartilhar as informações pedidas para ganhar tempo.;Acessar o webmail apenas pelo endereço oficial e reportar o e-mail.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de login em página externa.;pedido de login em página externa;Alerta Laranja;15;45;sim
68;Phishing por e-mail;Erro de entrega;Médio;Durante a rotina de trabalho, mensagem de falha de entrega pede login para liberar e-mails retidos.;Qual resposta mantém o processo corporativo seguro?;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Acessar o webmail apenas pelo endereço oficial e reportar o e-mail.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de login em página externa.;pedido de login em página externa;Alerta Laranja;15;45;sim
69;Phishing por e-mail;Erro de entrega;Difícil;Em um atendimento interno, mensagem de falha de entrega pede login para liberar e-mails retidos.;O que o colaborador deve fazer para evitar o golpe?;Assumir que é seguro porque a mensagem parece profissional.;Acessar o webmail apenas pelo endereço oficial e reportar o e-mail.;Baixar o anexo e abrir para confirmar o conteúdo.;Clicar no link para verificar se a página parece legítima.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de login em página externa.;pedido de login em página externa;Alerta Vermelho;20;60;sim
70;Phishing por e-mail;Erro de entrega;Difícil;Você está analisando uma solicitação: mensagem de falha de entrega pede login para liberar e-mails retidos.;Qual decisão demonstra melhor comportamento de segurança?;Clicar no link para verificar se a página parece legítima.;Responder ao e-mail pedindo mais detalhes ao remetente externo.;Inserir login e senha para liberar o suposto documento.;Acessar o webmail apenas pelo endereço oficial e reportar o e-mail.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de login em página externa.;pedido de login em página externa;Alerta Vermelho;20;60;sim
71;Phishing por e-mail;Documento compartilhado;Fácil;Você recebe link de documento compartilhado solicitando permissão ampla de acesso.;Qual é a atitude mais segura nessa situação?;Fazer o procedimento fora do canal corporativo autorizado.;Validar proprietário, permissões e necessidade real antes de acessar.;Assumir que é seguro porque a mensagem parece profissional.;Baixar o anexo e abrir para confirmar o conteúdo.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: permissão ampla em nuvem externa.;permissão ampla em nuvem externa;Alerta Amarelo;10;35;sim
72;Phishing por e-mail;Documento compartilhado;Médio;No ambiente corporativo, você recebe link de documento compartilhado solicitando permissão ampla de acesso.;Antes de seguir, qual ação reduz melhor o risco?;Baixar o anexo e abrir para confirmar o conteúdo.;Clicar no link para verificar se a página parece legítima.;Responder ao e-mail pedindo mais detalhes ao remetente externo.;Validar proprietário, permissões e necessidade real antes de acessar.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: permissão ampla em nuvem externa.;permissão ampla em nuvem externa;Alerta Laranja;15;45;sim
73;Phishing por e-mail;Documento compartilhado;Médio;Durante a rotina de trabalho, você recebe link de documento compartilhado solicitando permissão ampla de acesso.;Qual resposta mantém o processo corporativo seguro?;Responder ao e-mail pedindo mais detalhes ao remetente externo.;Validar proprietário, permissões e necessidade real antes de acessar.;Inserir login e senha para liberar o suposto documento.;Aprovar o pedido porque menciona nota fiscal ou cobrança.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: permissão ampla em nuvem externa.;permissão ampla em nuvem externa;Alerta Laranja;15;45;sim
74;Phishing por e-mail;Documento compartilhado;Difícil;Em um atendimento interno, você recebe link de documento compartilhado solicitando permissão ampla de acesso.;O que o colaborador deve fazer para evitar o golpe?;Aprovar o pedido porque menciona nota fiscal ou cobrança.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Validar proprietário, permissões e necessidade real antes de acessar.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: permissão ampla em nuvem externa.;permissão ampla em nuvem externa;Alerta Vermelho;20;60;sim
75;Phishing por e-mail;Documento compartilhado;Difícil;Você está analisando uma solicitação: você recebe link de documento compartilhado solicitando permissão ampla de acesso.;Qual decisão demonstra melhor comportamento de segurança?;Executar o pedido e revisar a segurança depois.;Validar proprietário, permissões e necessidade real antes de acessar.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: permissão ampla em nuvem externa.;permissão ampla em nuvem externa;Alerta Vermelho;20;60;sim
76;Engenharia social;WhatsApp do chefe;Fácil;Uma pessoa no WhatsApp usa foto do diretor e pede uma compra urgente de vale-presente.;Qual é a atitude mais segura nessa situação?;Confirmar com o diretor por canal corporativo e não executar pedido financeiro por WhatsApp.;Enviar print de tela para ajudar o suposto suporte.;Confirmar códigos recebidos no celular para o atendente.;Responder rapidamente para não atrasar a operação.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade falsa + urgência fora do canal.;autoridade falsa + urgência fora do canal;Alerta Amarelo;10;35;sim
77;Engenharia social;WhatsApp do chefe;Médio;No ambiente corporativo, uma pessoa no WhatsApp usa foto do diretor e pede uma compra urgente de vale-presente.;Antes de seguir, qual ação reduz melhor o risco?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Confirmar com o diretor por canal corporativo e não executar pedido financeiro por WhatsApp.;Ignorar o fluxo oficial porque parece uma solicitação simples.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade falsa + urgência fora do canal.;autoridade falsa + urgência fora do canal;Alerta Laranja;15;45;sim
78;Engenharia social;WhatsApp do chefe;Médio;Durante a rotina de trabalho, uma pessoa no WhatsApp usa foto do diretor e pede uma compra urgente de vale-presente.;Qual resposta mantém o processo corporativo seguro?;Confirmar com o diretor por canal corporativo e não executar pedido financeiro por WhatsApp.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade falsa + urgência fora do canal.;autoridade falsa + urgência fora do canal;Alerta Laranja;15;45;sim
79;Engenharia social;WhatsApp do chefe;Difícil;Em um atendimento interno, uma pessoa no WhatsApp usa foto do diretor e pede uma compra urgente de vale-presente.;O que o colaborador deve fazer para evitar o golpe?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Confirmar com o diretor por canal corporativo e não executar pedido financeiro por WhatsApp.;Fazer o procedimento fora do canal corporativo autorizado.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade falsa + urgência fora do canal.;autoridade falsa + urgência fora do canal;Alerta Vermelho;20;60;sim
80;Engenharia social;WhatsApp do chefe;Difícil;Você está analisando uma solicitação: uma pessoa no WhatsApp usa foto do diretor e pede uma compra urgente de vale-presente.;Qual decisão demonstra melhor comportamento de segurança?;Confirmar com o diretor por canal corporativo e não executar pedido financeiro por WhatsApp.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Acreditar porque a pessoa sabe nomes internos da empresa.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade falsa + urgência fora do canal.;autoridade falsa + urgência fora do canal;Alerta Vermelho;20;60;sim
81;Engenharia social;Ligação do suporte;Fácil;Alguém liga dizendo ser da TI e pede para instalar ferramenta de acesso remoto.;Qual é a atitude mais segura nessa situação?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encerrar a ligação e abrir chamado para confirmar a solicitação com a TI.;Encaminhar o caso para um colega resolver sem registrar.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de acesso remoto não solicitado.;pedido de acesso remoto não solicitado;Alerta Amarelo;10;35;sim
82;Engenharia social;Ligação do suporte;Médio;No ambiente corporativo, alguém liga dizendo ser da TI e pede para instalar ferramenta de acesso remoto.;Antes de seguir, qual ação reduz melhor o risco?;Encerrar a ligação e abrir chamado para confirmar a solicitação com a TI.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de acesso remoto não solicitado.;pedido de acesso remoto não solicitado;Alerta Laranja;15;45;sim
83;Engenharia social;Ligação do suporte;Médio;Durante a rotina de trabalho, alguém liga dizendo ser da TI e pede para instalar ferramenta de acesso remoto.;Qual resposta mantém o processo corporativo seguro?;Assumir que é seguro porque a mensagem parece profissional.;Acreditar porque a pessoa sabe nomes internos da empresa.;Encerrar a ligação e abrir chamado para confirmar a solicitação com a TI.;Passar dados por telefone para resolver mais rápido.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de acesso remoto não solicitado.;pedido de acesso remoto não solicitado;Alerta Laranja;15;45;sim
84;Engenharia social;Ligação do suporte;Difícil;Em um atendimento interno, alguém liga dizendo ser da TI e pede para instalar ferramenta de acesso remoto.;O que o colaborador deve fazer para evitar o golpe?;Encerrar a ligação e abrir chamado para confirmar a solicitação com a TI.;Passar dados por telefone para resolver mais rápido.;Liberar entrada porque a pessoa parece estar com pressa.;Enviar print de tela para ajudar o suposto suporte.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de acesso remoto não solicitado.;pedido de acesso remoto não solicitado;Alerta Vermelho;20;60;sim
85;Engenharia social;Ligação do suporte;Difícil;Você está analisando uma solicitação: alguém liga dizendo ser da TI e pede para instalar ferramenta de acesso remoto.;Qual decisão demonstra melhor comportamento de segurança?;Enviar print de tela para ajudar o suposto suporte.;Confirmar códigos recebidos no celular para o atendente.;Encerrar a ligação e abrir chamado para confirmar a solicitação com a TI.;Responder rapidamente para não atrasar a operação.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de acesso remoto não solicitado.;pedido de acesso remoto não solicitado;Alerta Vermelho;20;60;sim
86;Engenharia social;Visitante sem agendamento;Fácil;Uma pessoa chega dizendo ser técnica de internet e pede acesso à sala de rede.;Qual é a atitude mais segura nessa situação?;Validar ordem de serviço, identidade e autorização antes de liberar acesso.;Acreditar porque a pessoa sabe nomes internos da empresa.;Passar dados por telefone para resolver mais rápido.;Liberar entrada porque a pessoa parece estar com pressa.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: visita técnica sem ordem de serviço.;visita técnica sem ordem de serviço;Alerta Amarelo;10;35;sim
87;Engenharia social;Visitante sem agendamento;Médio;No ambiente corporativo, uma pessoa chega dizendo ser técnica de internet e pede acesso à sala de rede.;Antes de seguir, qual ação reduz melhor o risco?;Liberar entrada porque a pessoa parece estar com pressa.;Enviar print de tela para ajudar o suposto suporte.;Validar ordem de serviço, identidade e autorização antes de liberar acesso.;Confirmar códigos recebidos no celular para o atendente.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: visita técnica sem ordem de serviço.;visita técnica sem ordem de serviço;Alerta Laranja;15;45;sim
88;Engenharia social;Visitante sem agendamento;Médio;Durante a rotina de trabalho, uma pessoa chega dizendo ser técnica de internet e pede acesso à sala de rede.;Qual resposta mantém o processo corporativo seguro?;Validar ordem de serviço, identidade e autorização antes de liberar acesso.;Confirmar códigos recebidos no celular para o atendente.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: visita técnica sem ordem de serviço.;visita técnica sem ordem de serviço;Alerta Laranja;15;45;sim
89;Engenharia social;Visitante sem agendamento;Difícil;Em um atendimento interno, uma pessoa chega dizendo ser técnica de internet e pede acesso à sala de rede.;O que o colaborador deve fazer para evitar o golpe?;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Validar ordem de serviço, identidade e autorização antes de liberar acesso.;Compartilhar as informações pedidas para ganhar tempo.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: visita técnica sem ordem de serviço.;visita técnica sem ordem de serviço;Alerta Vermelho;20;60;sim
90;Engenharia social;Visitante sem agendamento;Difícil;Você está analisando uma solicitação: uma pessoa chega dizendo ser técnica de internet e pede acesso à sala de rede.;Qual decisão demonstra melhor comportamento de segurança?;Validar ordem de serviço, identidade e autorização antes de liberar acesso.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: visita técnica sem ordem de serviço.;visita técnica sem ordem de serviço;Alerta Vermelho;20;60;sim
91;Engenharia social;Colega apressado;Fácil;Um colega pede para usar seu login porque esqueceu a senha e precisa entregar algo urgente.;Qual é a atitude mais segura nessa situação?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Recusar o compartilhamento e orientar recuperação de acesso pelo canal oficial.;Ignorar o fluxo oficial porque parece uma solicitação simples.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: uso de credencial compartilhada.;uso de credencial compartilhada;Alerta Amarelo;10;35;sim
92;Engenharia social;Colega apressado;Médio;No ambiente corporativo, um colega pede para usar seu login porque esqueceu a senha e precisa entregar algo urgente.;Antes de seguir, qual ação reduz melhor o risco?;Recusar o compartilhamento e orientar recuperação de acesso pelo canal oficial.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: uso de credencial compartilhada.;uso de credencial compartilhada;Alerta Laranja;15;45;sim
93;Engenharia social;Colega apressado;Médio;Durante a rotina de trabalho, um colega pede para usar seu login porque esqueceu a senha e precisa entregar algo urgente.;Qual resposta mantém o processo corporativo seguro?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Recusar o compartilhamento e orientar recuperação de acesso pelo canal oficial.;Fazer o procedimento fora do canal corporativo autorizado.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: uso de credencial compartilhada.;uso de credencial compartilhada;Alerta Laranja;15;45;sim
94;Engenharia social;Colega apressado;Difícil;Em um atendimento interno, um colega pede para usar seu login porque esqueceu a senha e precisa entregar algo urgente.;O que o colaborador deve fazer para evitar o golpe?;Recusar o compartilhamento e orientar recuperação de acesso pelo canal oficial.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Acreditar porque a pessoa sabe nomes internos da empresa.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: uso de credencial compartilhada.;uso de credencial compartilhada;Alerta Vermelho;20;60;sim
95;Engenharia social;Colega apressado;Difícil;Você está analisando uma solicitação: um colega pede para usar seu login porque esqueceu a senha e precisa entregar algo urgente.;Qual decisão demonstra melhor comportamento de segurança?;Acreditar porque a pessoa sabe nomes internos da empresa.;Passar dados por telefone para resolver mais rápido.;Recusar o compartilhamento e orientar recuperação de acesso pelo canal oficial.;Liberar entrada porque a pessoa parece estar com pressa.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: uso de credencial compartilhada.;uso de credencial compartilhada;Alerta Vermelho;20;60;sim
96;Engenharia social;Pesquisa falsa;Fácil;Alguém se apresenta como pesquisador e pede informações sobre sistemas internos.;Qual é a atitude mais segura nessa situação?;Não fornecer detalhes internos e encaminhar para comunicação/segurança.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: coleta de dados sensíveis disfarçada.;coleta de dados sensíveis disfarçada;Alerta Amarelo;10;35;sim
97;Engenharia social;Pesquisa falsa;Médio;No ambiente corporativo, alguém se apresenta como pesquisador e pede informações sobre sistemas internos.;Antes de seguir, qual ação reduz melhor o risco?;Assumir que é seguro porque a mensagem parece profissional.;Acreditar porque a pessoa sabe nomes internos da empresa.;Não fornecer detalhes internos e encaminhar para comunicação/segurança.;Passar dados por telefone para resolver mais rápido.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: coleta de dados sensíveis disfarçada.;coleta de dados sensíveis disfarçada;Alerta Laranja;15;45;sim
98;Engenharia social;Pesquisa falsa;Médio;Durante a rotina de trabalho, alguém se apresenta como pesquisador e pede informações sobre sistemas internos.;Qual resposta mantém o processo corporativo seguro?;Não fornecer detalhes internos e encaminhar para comunicação/segurança.;Passar dados por telefone para resolver mais rápido.;Liberar entrada porque a pessoa parece estar com pressa.;Enviar print de tela para ajudar o suposto suporte.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: coleta de dados sensíveis disfarçada.;coleta de dados sensíveis disfarçada;Alerta Laranja;15;45;sim
99;Engenharia social;Pesquisa falsa;Difícil;Em um atendimento interno, alguém se apresenta como pesquisador e pede informações sobre sistemas internos.;O que o colaborador deve fazer para evitar o golpe?;Enviar print de tela para ajudar o suposto suporte.;Confirmar códigos recebidos no celular para o atendente.;Não fornecer detalhes internos e encaminhar para comunicação/segurança.;Responder rapidamente para não atrasar a operação.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: coleta de dados sensíveis disfarçada.;coleta de dados sensíveis disfarçada;Alerta Vermelho;20;60;sim
100;Engenharia social;Pesquisa falsa;Difícil;Você está analisando uma solicitação: alguém se apresenta como pesquisador e pede informações sobre sistemas internos.;Qual decisão demonstra melhor comportamento de segurança?;Não fornecer detalhes internos e encaminhar para comunicação/segurança.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: coleta de dados sensíveis disfarçada.;coleta de dados sensíveis disfarçada;Alerta Vermelho;20;60;sim
101;Engenharia social;Falso fornecedor;Fácil;Um suposto fornecedor pede lista de contatos do financeiro para atualizar cadastro.;Qual é a atitude mais segura nessa situação?;Liberar entrada porque a pessoa parece estar com pressa.;Enviar print de tela para ajudar o suposto suporte.;Validar o fornecedor no cadastro e enviar apenas pelo processo autorizado.;Confirmar códigos recebidos no celular para o atendente.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de contatos internos sem validação.;pedido de contatos internos sem validação;Alerta Amarelo;10;35;sim
102;Engenharia social;Falso fornecedor;Médio;No ambiente corporativo, um suposto fornecedor pede lista de contatos do financeiro para atualizar cadastro.;Antes de seguir, qual ação reduz melhor o risco?;Validar o fornecedor no cadastro e enviar apenas pelo processo autorizado.;Confirmar códigos recebidos no celular para o atendente.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de contatos internos sem validação.;pedido de contatos internos sem validação;Alerta Laranja;15;45;sim
103;Engenharia social;Falso fornecedor;Médio;Durante a rotina de trabalho, um suposto fornecedor pede lista de contatos do financeiro para atualizar cadastro.;Qual resposta mantém o processo corporativo seguro?;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Validar o fornecedor no cadastro e enviar apenas pelo processo autorizado.;Compartilhar as informações pedidas para ganhar tempo.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de contatos internos sem validação.;pedido de contatos internos sem validação;Alerta Laranja;15;45;sim
104;Engenharia social;Falso fornecedor;Difícil;Em um atendimento interno, um suposto fornecedor pede lista de contatos do financeiro para atualizar cadastro.;O que o colaborador deve fazer para evitar o golpe?;Validar o fornecedor no cadastro e enviar apenas pelo processo autorizado.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de contatos internos sem validação.;pedido de contatos internos sem validação;Alerta Vermelho;20;60;sim
105;Engenharia social;Falso fornecedor;Difícil;Você está analisando uma solicitação: um suposto fornecedor pede lista de contatos do financeiro para atualizar cadastro.;Qual decisão demonstra melhor comportamento de segurança?;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Validar o fornecedor no cadastro e enviar apenas pelo processo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de contatos internos sem validação.;pedido de contatos internos sem validação;Alerta Vermelho;20;60;sim
106;Engenharia social;Perfil falso no LinkedIn;Fácil;Um perfil recém-criado oferece parceria e solicita detalhes da infraestrutura.;Qual é a atitude mais segura nessa situação?;Responder de forma genérica e encaminhar para canal comercial oficial.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: perfil novo pedindo dados técnicos.;perfil novo pedindo dados técnicos;Alerta Amarelo;10;35;sim
107;Engenharia social;Perfil falso no LinkedIn;Médio;No ambiente corporativo, um perfil recém-criado oferece parceria e solicita detalhes da infraestrutura.;Antes de seguir, qual ação reduz melhor o risco?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Responder de forma genérica e encaminhar para canal comercial oficial.;Fazer o procedimento fora do canal corporativo autorizado.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: perfil novo pedindo dados técnicos.;perfil novo pedindo dados técnicos;Alerta Laranja;15;45;sim
108;Engenharia social;Perfil falso no LinkedIn;Médio;Durante a rotina de trabalho, um perfil recém-criado oferece parceria e solicita detalhes da infraestrutura.;Qual resposta mantém o processo corporativo seguro?;Responder de forma genérica e encaminhar para canal comercial oficial.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Acreditar porque a pessoa sabe nomes internos da empresa.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: perfil novo pedindo dados técnicos.;perfil novo pedindo dados técnicos;Alerta Laranja;15;45;sim
109;Engenharia social;Perfil falso no LinkedIn;Difícil;Em um atendimento interno, um perfil recém-criado oferece parceria e solicita detalhes da infraestrutura.;O que o colaborador deve fazer para evitar o golpe?;Acreditar porque a pessoa sabe nomes internos da empresa.;Passar dados por telefone para resolver mais rápido.;Responder de forma genérica e encaminhar para canal comercial oficial.;Liberar entrada porque a pessoa parece estar com pressa.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: perfil novo pedindo dados técnicos.;perfil novo pedindo dados técnicos;Alerta Vermelho;20;60;sim
110;Engenharia social;Perfil falso no LinkedIn;Difícil;Você está analisando uma solicitação: um perfil recém-criado oferece parceria e solicita detalhes da infraestrutura.;Qual decisão demonstra melhor comportamento de segurança?;Responder de forma genérica e encaminhar para canal comercial oficial.;Liberar entrada porque a pessoa parece estar com pressa.;Enviar print de tela para ajudar o suposto suporte.;Confirmar códigos recebidos no celular para o atendente.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: perfil novo pedindo dados técnicos.;perfil novo pedindo dados técnicos;Alerta Vermelho;20;60;sim
111;Engenharia social;Porta aberta;Fácil;Uma pessoa tenta entrar junto com colaboradores dizendo que esqueceu o crachá.;Qual é a atitude mais segura nessa situação?;Assumir que é seguro porque a mensagem parece profissional.;Acreditar porque a pessoa sabe nomes internos da empresa.;Não liberar a entrada e acionar recepção ou segurança.;Passar dados por telefone para resolver mais rápido.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: tailgating e ausência de identificação.;tailgating e ausência de identificação;Alerta Amarelo;10;35;sim
112;Engenharia social;Porta aberta;Médio;No ambiente corporativo, uma pessoa tenta entrar junto com colaboradores dizendo que esqueceu o crachá.;Antes de seguir, qual ação reduz melhor o risco?;Não liberar a entrada e acionar recepção ou segurança.;Passar dados por telefone para resolver mais rápido.;Liberar entrada porque a pessoa parece estar com pressa.;Enviar print de tela para ajudar o suposto suporte.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: tailgating e ausência de identificação.;tailgating e ausência de identificação;Alerta Laranja;15;45;sim
113;Engenharia social;Porta aberta;Médio;Durante a rotina de trabalho, uma pessoa tenta entrar junto com colaboradores dizendo que esqueceu o crachá.;Qual resposta mantém o processo corporativo seguro?;Enviar print de tela para ajudar o suposto suporte.;Confirmar códigos recebidos no celular para o atendente.;Não liberar a entrada e acionar recepção ou segurança.;Responder rapidamente para não atrasar a operação.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: tailgating e ausência de identificação.;tailgating e ausência de identificação;Alerta Laranja;15;45;sim
114;Engenharia social;Porta aberta;Difícil;Em um atendimento interno, uma pessoa tenta entrar junto com colaboradores dizendo que esqueceu o crachá.;O que o colaborador deve fazer para evitar o golpe?;Não liberar a entrada e acionar recepção ou segurança.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: tailgating e ausência de identificação.;tailgating e ausência de identificação;Alerta Vermelho;20;60;sim
